slug,file,status_bucket,title,date,author,category,featured,image,image_file_exists,resolved_hero,header_class,vs_hero,vs_generationMode,vs_reviewStatus,vs_prompt,vs_infographic,word_count,body_image_count,body_svg_count,internal_link_count,has_cta,agent_author_meta,last_reviewed,description
frankx-intelligence-ecosystem-complete-guide,frankx-intelligence-ecosystem-complete-guide.mdx,published_tree,The FrankX Intelligence Ecosystem: How 5 Systems Work Together to Build What Matters,2026-02-14,Frank,Creator Systems,true,/images/blog/frankx-intelligence-ecosystem-complete-guide-hero-v10.jpg,False,/images/blog/editorial/headers/frankx-intelligence-ecosystem-complete-guide-hero.webp,raster_other,,,,,,3305,2,0,13,False,,,"A complete technical guide to the FrankX creator intelligence stack — Vibe OS, GenCreator OS, ACOS v10, Starlight Intelligence System v4, and Arcanea. How they interconnect, what each does, and why th"
frankx-vision-mission-values,frankx-vision-mission-values.mdx,published_tree,"FrankX Vision, Mission, and Values",2025-03-01,Frank,Intelligence Dispatches,false,/images/blog/frankx-vision-mission-values-hero-v10.jpg,False,/images/blog/frankx-vision-mission-values-hero.png,raster_other,,,,,,327,0,0,3,False,,,"The core narrative that anchors every FrankX system, launch, and creator experience."
from-x-tweets-to-blog-gold-2026,from-x-tweets-to-blog-gold-2026.mdx,published_tree,From Latest X Tweets to Blog Gold: How I Aggregate 'Best of X' Into Reference Pieces,2026-06-12,FrankX,Intelligence Dispatches,false,/images/blog/best-ai-video-generators-2026-hero.jpg,True,/images/blog/best-ai-video-generators-2026-hero.jpg,raster_other,,,,,,1207,0,0,0,True,,,"The exact process I use to turn real-time X signals (keyword + semantic searches, high-engagement threads, creator workflows) into evergreen, embed-rich, updateable blog posts that drive authority, AE"
frontier-model-landscape-2026-claude-gpt-gemini-deepseek,frontier-model-landscape-2026-claude-gpt-gemini-deepseek.mdx,published_tree,"Claude, GPT, Gemini, DeepSeek: Which Model for Which Task?",2026-03-21,FrankX,Intelligence Dispatches,false,/images/models/claude-opus-4-6-hero.png,True,/images/models/claude-opus-4-6-hero.png,raster_other,,,,,,2660,0,0,7,False,,,"Every major frontier model compared — architecture, capabilities, pricing, and which to use for coding, research, creative work, and enterprise deployment."
frontier-model-routing-without-fable-5,frontier-model-routing-without-fable-5.mdx,published_tree,You Don't Need Fable 5 to Work on the Frontier. You Need a Model Routing System.,2026-06-17,Frank,Intelligence Dispatches,true,/images/blog/native-premium/headers/frontier-model-routing-without-fable-5-hero.webp,True,/images/blog/native-premium/headers/frontier-model-routing-without-fable-5-hero.webp,premium_raster,,,,,,2389,5,4,13,False,,,"Kilo is right that model freedom matters after the Fable/Mythos shock. The next step is a routed frontier stack: Fable 5, Opus 4.8, GPT-5.5 in Kilo Code, Grok 4.3, Gemini 3.5 Flash in Antigravity, Kim"
gemini-3-5-pro-analysis-2026,gemini-3-5-pro-analysis-2026.mdx,published_tree,Gemini 3.5 Pro: What We Actually Know Before GA,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/generated/gemini-3-5-pro-analysis-2026-premium-hero.png,True,/images/blog/generated/gemini-3-5-pro-analysis-2026-premium-hero.png,premium_raster,/images/blog/generated/gemini-3-5-pro-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted with caution: distinctive multimodal telescope; tiny panels are abstract enough for production.",/images/blog/visual-system/infographics/gemini-3-5-pro-analysis-2026-map.svg,2570,0,0,3,False,,,"Gemini 3.5 Pro is still in limited Vertex preview as of June 2026 — no model card, no benchmarks, no pricing. Here's the verifiable picture: what Flash already proved, what Google has committed to, an"
gemma-3-analysis-2026,gemma-3-analysis-2026.mdx,published_tree,Gemma 4: Google's Open-Weight Family Now Runs a 31B Frontier Model on One GPU,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/gemma-3-analysis-2026-hero-v9.jpg,False,/images/blog/gemma-3-analysis-2026-hero-v8.jpg,raster_other,/images/blog/generated/gemma-3-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: strong single-GPU/local-model hardware metaphor with clean negative space.",,2708,0,0,4,False,,,"Google's current open-weight Gemma is Gemma 4 (April 2026), now Apache 2.0, in E2B/E4B/12B/26B-A4B/31B tiers. The 31B dense model hits 1452 LMArena Elo and runs in ~18GB VRAM at Q4. Self-host specific"
gencreator-3-tier-shipping-system,gencreator-3-tier-shipping-system.mdx,published_tree,The 3-Tier Shipping System: How GenCreators Build Creative Momentum,2026-03-10,FrankX,Creator Systems,false,/images/blog/gencreator-3-tier-shipping-system-hero-v8.jpg,True,/images/blog/gencreator-3-tier-shipping-system-hero-v8.jpg,raster_other,,,,,,993,0,0,4,False,,,"Full Ship, Quick Ship, Micro Ship — energy-aware daily output. The system that turns sporadic creation into unstoppable momentum."
gencreator-7-dimensions-complete-guide,gencreator-7-dimensions-complete-guide.mdx,published_tree,The 7 Dimensions of a GenCreator: A Complete Guide to Creative Self-Assessment,2026-03-10,FrankX,Creator Systems,false,/images/blog/gencreator-7-dimensions-complete-guide-hero-v9.jpg,False,/images/blog/gencreator-7-dimensions-complete-guide-hero.webp,raster_other,,,,,,1505,0,0,6,False,,,"Energy, Mind, Craft, Voice, Capital, Circle, Legacy — the seven facets that define a complete GenCreator. Score yourself, find your superpower, unlock your growth edge."
getting-started-agentic-creator-os,getting-started-agentic-creator-os.mdx,published_tree,Getting Started with Agentic Creator OS,2026-01-21,Frank,Tutorials,true,/images/blog/getting-started-agentic-creator-os-hero-v9.jpg,False,/images/blog/getting-started-agentic-creator-os-hero-v2.png,raster_other,,,,,,1389,0,0,6,False,,,"Set up your own AI operating system in 30 minutes. Step-by-step guide to installing departments, MCP servers, and running your first automated workflow."
golden-age-field-guide,golden-age-field-guide.mdx,published_tree,Golden Age Field Guide: Principles and Rituals,2025-03-01,Frank,Intelligence Dispatches,false,/images/blog/golden-age-field-guide-hero-v9.jpg,False,/images/blog/golden-age-field-guide-hero.png,raster_other,/images/blog/visual-system/golden-age-field-guide-hero.svg,repo-native-svg,accepted,"FrankX editorial visual for ""Golden Age Field Guide: Principles and Rituals"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",,361,0,0,3,False,,,"A concise field guide to navigate the Golden Age of Intelligence with clarity, momentum, and soul."
golden-age-of-creators-why-now-is-different,golden-age-of-creators-why-now-is-different.mdx,published_tree,The Golden Age of Creators: Why Now Is Different,2026-03-21,FrankX,Intelligence Dispatches,true,/images/blog/golden-age-of-creators-why-now-is-different-hero-v9.jpg,False,/images/blog/generated/golden-age-of-creators-why-now-is-different-premium-hero.png,premium_raster,/images/blog/generated/golden-age-of-creators-why-now-is-different-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted extra: warmer first-viewport thesis image that breaks the dark hardware pattern.",,2551,0,0,6,False,,,"The convergence of AI tools, zero distribution costs, and one-person production capability — why this era rewards creators who build systems."
golden-age-of-intelligence,golden-age-of-intelligence.mdx,published_tree,The Golden Age of Intelligence: Agentic SEO OS for Exponential Reach,2024-09-19,Frank,Flagship,,/images/blog/golden-age-of-intelligence-hero-v7.jpg,False,/images/blog/golden-age-of-intelligence-hero-v2.png,raster_other,/images/blog/visual-system/golden-age-of-intelligence-hero.svg,repo-native-svg,accepted,"FrankX editorial visual for ""The Golden Age of Intelligence: Agentic SEO OS for Exponential Reach"" using dark-first architecture, emerald/cyan spectrum, exact readable title, no stock people, no generic AI shapes.",,14106,0,0,0,True,,,"Launch a 12-day sprint and 15,000-word masterplan for flagship content, high-frequency publishing, automation pipelines, distribution loops, and measurement rituals."
google-ai-pro-compute-limits-ai-credits-may-2026,google-ai-pro-compute-limits-ai-credits-may-2026.mdx,published_tree,Compute-Aware AI: Inside Google AI Pro's 2026 Upgrade,2026-05-21,FrankX,Intelligence Dispatches,false,/images/blog/agentic-ai-roadmap-2026-hero.png,True,/images/blog/agentic-ai-roadmap-2026-hero.png,raster_other,,,,,,1293,0,0,0,False,,,"Google AI Pro got smarter on May 20, 2026 — compute-aware usage in Gemini, AI credits across Flow and Antigravity, and a cleaner base plan. Here's how to build with the new model."
gpt-5-5-analysis-2026,gpt-5-5-analysis-2026.mdx,published_tree,"GPT-5.5 (\""Spud\""): What Actually Changed and Why It Matters",2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/gpt-5-5-analysis-2026-hero-v10.jpg,False,/images/blog/gpt-5-5-analysis-2026-hero-v8.jpg,raster_other,/images/blog/generated/gpt-5-5-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: central frontier-agent engine with clear tool-port architecture.",/images/blog/visual-system/infographics/gpt-5-5-analysis-2026-map.svg,2475,0,0,3,False,,,"OpenAI's GPT-5.5 leads GDPval at 84.9%, OSWorld at 78.7%, and Tau2 Telecom at 98% — at double the price of GPT-5.4. Technical breakdown with verified benchmarks, pricing, and what it means for builder"
gpt-oss-analysis-2026,gpt-oss-analysis-2026.mdx,published_tree,"gpt-oss in 2026: OpenAI's Open-Weight Models, One Year On",2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/generated/gpt-oss-analysis-2026-premium-hero.png,True,/images/blog/generated/gpt-oss-analysis-2026-premium-hero.png,premium_raster,/images/blog/generated/gpt-oss-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: strongest open-model image in the batch; vault/community inference fabric reads immediately.",/images/blog/visual-system/infographics/gpt-oss-analysis-2026-map.svg,3057,0,0,4,False,,,"OpenAI's gpt-oss-120b and gpt-oss-20b are Apache 2.0, free to download, and run on a single 80GB GPU or a 16GB laptop. The full self-host breakdown: VRAM, MXFP4 quantization, where to run, verified be"
grok-4-3-analysis-2026,grok-4-3-analysis-2026.mdx,published_tree,Grok 4.3: xAI Trades the Crown for the Price Tag,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/grok-4-3-analysis-2026-hero-v9.jpg,False,/images/blog/grok-4-3-analysis-2026-hero.svg,svg_or_visual_system,/images/blog/generated/grok-4-3-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: cost/capability balance is legible; not a flagship because the scale/coin motif is familiar.",/images/blog/visual-system/infographics/grok-4-3-analysis-2026-map.svg,2553,0,0,3,False,,,"xAI's Grok 4.3 scores 53 on the Artificial Analysis Intelligence Index, lifts GDPval-AA to 1500 Elo, ships a 1M context window with always-on reasoning, and cuts price ~40% to $1.25/$2.50. Technical b"
heygen-vs-synthesia-vs-argil-2026,heygen-vs-synthesia-vs-argil-2026.mdx,published_tree,HeyGen vs Synthesia vs Argil 2026: The Best AI Avatar and Talking-Head Tool,2026-06-06,FrankX,Intelligence Dispatches,false,/images/blog/heygen-vs-synthesia-vs-argil-2026-hero-v8.jpg,True,/images/blog/heygen-vs-synthesia-vs-argil-2026-hero-v8.jpg,raster_other,,,,,,1614,0,0,4,False,,,"A results-first comparison of HeyGen, Synthesia, and Argil for 2026 — avatar realism, custom clones, dubbing, API, and pricing. Which wins corporate training, faceless creator content, and ads."
how-to-build-your-soul-md,how-to-build-your-soul-md.mdx,published_tree,How to Build Your soul.md — A Creator's Operating File,2026-03-10,FrankX,Creator Systems,false,/images/blog/how-to-build-your-soul-md-hero-v8.jpg,True,/images/blog/how-to-build-your-soul-md-hero-v8.jpg,raster_other,,,,,,998,0,0,3,False,,,soul.md is your personal configuration file as a creator. Learn how to build one across 7 dimensions and use it as your creative compass.
how-to-write-claude-md-that-works,how-to-write-claude-md-that-works.mdx,published_tree,How to Write a CLAUDE.md That Actually Works,2026-03-21,FrankX,Creator Systems,true,/images/blog/build-your-own-jarvis-hero.png,True,/images/blog/build-your-own-jarvis-hero.png,raster_other,/images/blog/generated/how-to-write-claude-md-that-works-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: How to Write a CLAUDE.md That Actually Works. Blank instruction blueprint keeps document concept without fake text. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: replaced tablet UI with an editorial instruction folio and rule bands.",,961,0,0,6,False,,,"The file Claude Code reads first every session. Structure, anti-patterns, and the exact template I use to ship 170+ pages."
iacos-investment-research-os,iacos-investment-research-os.mdx,published_tree,IACOS: How to Configure Claude Code as Your Investment Research OS,2026-02-14,Frank,Creator Systems,true,/images/blog/iacos-research-os.png,True,/images/blog/iacos-research-os.png,raster_other,,,,,,1487,0,0,3,False,,,"Turn Claude Code into a dedicated investment research platform with custom skills, agent profiles, MCP servers, and visual intelligence. The complete IACOS setup guide."
inner-hr-ai-agent,inner-hr-ai-agent.mdx,published_tree,Inner HR: The AI Agent for Your Internal Team,2026-05-03,Frank,AI Architecture,false,/images/blog/inner-hr-ai-agent-hero-v9.jpg,False,/images/blog/inner-hr-ai-agent-hero.png,raster_other,,,,,,1070,0,0,7,False,,,Most leadership failures are not strategy failures — they are part-capture failures. An Inner HR agent helps you lead your inner team so you can lead the outer one.
intelligence-revolution-2025,intelligence-revolution-2025.mdx,published_tree,The Intelligence Revolution Playbook: Navigating the $10T Shift,2025-09-16,Frank,Intelligence Economy,true,/images/blog/intelligence-revolution-2025-hero-v10.jpg,False,/images/blog/intelligence-revolution-2025.png,raster_other,,,,,,3125,0,0,13,True,,,"A practical blueprint for enterprise technologists, founders, and creators to capture value as intelligence, automation, and intentional design converge."
karpathys-ai-vision-deep-dive,karpathys-ai-vision-deep-dive.mdx,published_tree,Karpathy's AI Vision: A Deep Dive,2026-02-18,Frank,Intelligence Dispatches,false,/images/blog/karpathys-ai-vision-deep-dive-hero-v10.jpg,False,/images/blog/karpathys-ai-vision-deep-dive-hero.png,raster_other,,,,,,801,0,0,2,False,,,Key takeaways from Karpathy's latest AI insights
kimi-k2-analysis-2026,kimi-k2-analysis-2026.mdx,published_tree,Kimi K2.6: The Open-Weight Model That Ties GPT-5.5 on Coding at One-Eighth the Price,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/kimi-k2-analysis-2026-hero-v5.jpg,False,/images/blog/kimi-k2-analysis-2026-hero.svg,svg_or_visual_system,/images/blog/generated/kimi-k2-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: long-running route composition maps well to horizon and tool-endurance themes.",/images/blog/visual-system/infographics/kimi-k2-analysis-2026-map.svg,2938,0,0,4,False,,,"Moonshot AI's Kimi K2.6 is a 1T-parameter MoE (32B active) you can self-host. SWE-Bench Pro 58.6%, HLE-with-tools 54.0%, Agent Swarm to 300 sub-agents, $0.60/$2.50 per million. Technical breakdown wit"
llama-4-analysis-2026,llama-4-analysis-2026.mdx,published_tree,"Llama 4 Maverick in 2026: Still Meta's Open Flagship, Now Running Behind the Pack",2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/generated/llama-4-analysis-2026-premium-hero.png,True,/images/blog/generated/llama-4-analysis-2026-premium-hero.png,premium_raster,/images/blog/generated/llama-4-analysis-2026-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: open flagship engine with no animal or mascot risk.",/images/blog/visual-system/infographics/llama-4-analysis-2026-map.svg,2703,0,0,3,False,,,"Llama 4 Maverick (400B total / 17B active MoE, 1M context, Llama 4 Community License) is still Meta's open-weight flagship in June 2026 — Behemoth never shipped. Verified benchmarks, real VRAM and sel"
llm-evals-claude-code-guide,llm-evals-claude-code-guide.mdx,published_tree,How to Run Your Own LLM Evals in Claude Code (No Eval Platform Required),2026-06-10,Frank,Intelligence Dispatches,true,/images/blog/llm-evals-claude-code-guide-hero-v5.jpg,False,/images/blog/llm-evals-claude-code-guide-hero.svg,svg_or_visual_system,/images/blog/generated/llm-evals-claude-code-guide-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: How to Run Your Own LLM Evals in Claude Code (No Eval Platform Required). Evaluation/control-room visual fits the guide and social derivative overlays. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: turned dashboard evals into a physical QA test track with gates and trace discipline.",,1286,0,0,3,False,,,"The complete tutorial for head-to-head model evals inside Claude Code: per-spawn model overrides, ground truth before dispatch, self-verifying tasks, blind judging, and JSON receipts. The exact harnes"
magnifica-humanitas-benevolent-future-arcanea,magnifica-humanitas-benevolent-future-arcanea.mdx,published_tree,"Magnifica Humanitas: The Pope, Anthropic, and the Architecture of a Benevolent Future",2026-05-26,Frank,Flagship,true,/images/blog/editorial/headers/magnifica-humanitas-benevolent-future-arcanea-hero.webp,True,/images/blog/editorial/headers/magnifica-humanitas-benevolent-future-arcanea-hero.webp,raster_other,/images/blog/generated/magnifica-humanitas-benevolent-future-arcanea-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Magnifica Humanitas: The Pope, Anthropic, and the Architecture of a Benevolent Future. Flagship civilizational intelligence architecture; strongest soul/tech bridge in this batch. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,3192,0,0,13,False,,,"Pope Leo XIV's Magnifica Humanitas and Anthropic co-founder Chris Olah's Vatican remarks make one argument: a benevolent AI future has to be designed, not hoped for. Here's why I'm building Arcanea an"
mcp-doctor-claude-code-server-optimization,mcp-doctor-claude-code-server-optimization.mdx,published_tree,I Had 18 Broken MCP Servers — So I Built a Doctor,2026-02-08,Frank,Creator Systems,true,/images/blog/mcp-doctor-claude-code-server-optimization-hero-v10.jpg,False,/images/blog/generated/mcp-doctor-claude-code-server-optimization-premium-hero.png,premium_raster,/images/blog/generated/mcp-doctor-claude-code-server-optimization-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: I Had 18 Broken MCP Servers — So I Built a Doctor. Diagnostic optimization bay; visually distinct from the architecture pieces. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition. Second-pass art direction selected: Second-pass replacement: focused the diagnostic concept into a single server cartridge calibration cradle.",,1292,0,0,0,False,,,"How a messy Claude Code MCP configuration led to building mcp-doctor, a free open-source tool that diagnoses, optimizes, and manages your MCP server setup."
mcp-ecosystem-2026-clawhub-smithery-guide,mcp-ecosystem-2026-clawhub-smithery-guide.mdx,published_tree,"MCP Server Guide 2026: ClawHub, Smithery, and What to Install",2026-03-21,FrankX,Intelligence Dispatches,true,/images/blog/mcp-ecosystem-2026-clawhub-smithery-guide-hero-v10.jpg,False,/images/blog/editorial/headers/mcp-ecosystem-2026-clawhub-smithery-guide-hero.webp,raster_other,/images/blog/generated/mcp-ecosystem-2026-clawhub-smithery-guide-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: MCP Server Guide 2026: ClawHub, Smithery, and What to Install. Premium ecosystem observatory; no real logos or marketplace marks. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,1954,0,0,5,False,,,"MCP servers, registries, and the protocol connecting AI assistants to databases, APIs, browsers, and developer tools. Includes my 21-server production stack."
mcp-server-architecture-workshop,mcp-server-architecture-workshop.mdx,published_tree,Build Your First MCP Server: The Model Context Protocol Workshop,2026-01-16,Frank,Creator Systems,true,/images/blog/mcp-server-architecture-workshop-hero-v10.jpg,False,/images/blog/mcp-server-architecture-workshop-hero.png,raster_other,/images/blog/generated/mcp-server-architecture-workshop-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: Build Your First MCP Server: The Model Context Protocol Workshop. Flagship MCP architecture lab; premium and clear. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,350,0,0,4,False,,,"Learn to build production-grade MCP servers that connect AI to your data. Master resources, tools, and prompts with the open standard revolutionizing AI integration."
mcp-server-integration-guide,mcp-server-integration-guide.mdx,published_tree,MCP Server Integration: Connect ACOS to Everything,2026-01-27,Frank,AI Architecture,true,/images/blog/mcp-server-integration-guide-hero-v10.jpg,False,/images/blog/mcp-server-integration-guide-hero-v8.jpg,raster_other,/images/blog/generated/mcp-server-integration-guide-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero: MCP Server Integration: Connect ACOS to Everything. Production integration rail with strong directional composition. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",,1651,0,0,3,False,,,"Master the Model Context Protocol. Learn how ACOS connects to browsers, databases, APIs, and external tools through 7 MCP servers. Build your own integrations."
meaning-as-operating-system,meaning-as-operating-system.mdx,published_tree,Meaning as an Operating System: The Future of AI Is Not More Information,2026-05-03,Frank,Consciousness & Mind,false,/images/blog/meaning-as-operating-system-hero-v10.jpg,False,/images/blog/meaning-as-operating-system-hero.jpg,raster_other,,,,,,1426,1,1,9,False,,,"AI generates infinite information. The new scarcity is relevance. A working framework for organizing goals, values, attention, and action into coherence — and for designing AI agents that know what ma"
memory-as-exile-ai,memory-as-exile-ai.mdx,published_tree,Memory as Exile: Why AI Systems Need Integration Loops,2026-05-03,Frank,AI Architecture,false,/images/blog/memory-as-exile-ai-hero-v10.jpg,False,/images/blog/memory-as-exile-ai-hero.png,raster_other,,,,,,1358,0,0,7,False,,,"Long-term memory without integration creates psychological debt inside AI systems. The IFS exile pattern, applied to agent memory architecture — and why most production stacks are accumulating it with"
microsoft-mai-frontier-models-2026,microsoft-mai-frontier-models-2026.mdx,published_tree,Microsoft's 7 MAI Models: The In-House Frontier Bet,2026-06-03,Frank,Intelligence Dispatches,false,/images/blog/microsoft-mai-frontier-models-2026-hero-v5.jpg,False,/images/blog/microsoft-mai-frontier-models-2026-hero-premium.png,premium_raster,,,,,,1684,0,0,6,False,,,"Microsoft AI launched 7 self-built MAI models — Thinking-1, Image-2.5, Code-1-Flash and more — on its own MAIA silicon. What the vendor claims, what's verifiable, and what it means for builders."
misinformation-guardian-hackathon-build-log-2026,misinformation-guardian-hackathon-build-log-2026.mdx,published_tree,"Misinformation Guardian Hackathon Build Log (February 12, 2026)",2026-02-12,Frank,AI Architecture,true,/images/blog/misinformation-guardian-hackathon-hero.png,True,/images/blog/misinformation-guardian-hackathon-hero.png,raster_other,,,,,,639,4,0,4,False,,,"How we went from a Custom GPT experiment to a Gemini Gem live demo in 90 minutes, then translated it into a production blueprint for RealityDiffusion.ai."
mistral-large-3-analysis-2026,mistral-large-3-analysis-2026.mdx,published_tree,Mistral Large 3: The 675B Open-Weight Frontier Model Europe Has Been Waiting For,2026-06-05,Frank,Intelligence Dispatches,true,/images/blog/mistral-large-3-analysis-2026-hero-v5.jpg,False,/images/blog/mistral-large-3-analysis-2026-hero.svg,svg_or_visual_system,,,,,,2714,0,0,3,False,,,"Mistral Large 3 (mistral-large-2512) is a 675B/41B-active MoE released under Apache 2.0, December 2025. 256K context, $0.50/$1.50 API pricing, runs on one 8xH200 node. Verified benchmarks, EU sovereig"
multi-agent-orchestration-patterns-2026,multi-agent-orchestration-patterns-2026.mdx,published_tree,Multi-Agent Orchestration Patterns: Building Production Systems in 2026,2026-01-26,Frank,AI & Systems,true,/images/blog/multi-agent-orchestration-patterns-2026-hero-v10.jpg,False,/images/blog/visual-system/multi-agent-orchestration-patterns-2026-hero.svg,svg_or_visual_system,/images/blog/generated/multi-agent-orchestration-patterns-2026-premium-hero.png,built-in-image-gen,accepted-premium-bitmap,"Built-in image_gen premium FrankX hero: multi-agent orchestration as six glass execution pods around a central coordinator, visible handoff streams, routing and validation symbols, dark premium 3D render, emerald/cyan light, restrained amber, no readable text, no logos, no people.",/images/blog/visual-system/infographics/multi-agent-orchestration-patterns-2026-map.svg,1615,0,0,7,False,,,"Beyond simple agent comparisons. Deep dive into orchestration patterns, handoff strategies, state management, and observability for production multi-agent systems."
music-as-consciousness-technology,music-as-consciousness-technology.mdx,published_tree,"12,000 Songs Later: What AI Music Taught Me About Creative Systems",2024-08-22,Frank,Music Intelligence,,/images/blog/music-as-consciousness-technology-hero-v2.png,True,/images/blog/music-as-consciousness-technology-hero-v2.png,raster_other,,,,,,783,0,0,5,True,,,"After creating 12,000+ songs with Suno AI, I discovered music isn't entertainment—it's creative technology. Here's what three years of daily creation revealed."
my-100-month-ai-stack-every-tool-i-actually-use,my-100-month-ai-stack-every-tool-i-actually-use.mdx,published_tree,My $100/Month AI Stack: Every Tool I Actually Use,2026-03-21,FrankX,Creator Systems,true,/images/blog/my-100-month-ai-stack-hero.webp,True,/images/blog/my-100-month-ai-stack-hero.webp,raster_other,/images/blog/generated/my-100-month-ai-stack-every-tool-i-actually-use-premium-hero.png,built-in-image-gen,accepted,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: pro-tool case makes the stack tangible without stock subscriptions screenshots.",,1690,0,0,4,False,,,"The exact AI tools, subscriptions, and infrastructure I run to ship music, code, content, and products — with monthly costs broken down."
n8n-automation-ai-creators-9-workflows,n8n-automation-ai-creators-9-workflows.mdx,published_tree,n8n Automation: 9 Workflows That Run My Creative Empire,2026-03-21,FrankX,Creator Systems,false,/images/blog/agentic-workflows-save-hours-hero-v2.png,True,/images/blog/agentic-workflows-save-hours-hero-v2.png,raster_other,,,,,,1142,0,0,3,True,,,"Production n8n workflows for content atomization, newsletter automation, music catalog sync, research intelligence, and AI-orchestrated publishing pipelines."
no-bad-parts-ai-debugging,no-bad-parts-ai-debugging.mdx,published_tree,No Bad Parts: A Better Debugging Model for AI Failure Modes,2026-05-03,Frank,AI Architecture,false,/images/blog/no-bad-parts-ai-debugging-hero.jpg,True,/images/blog/no-bad-parts-ai-debugging-hero.jpg,raster_other,,,,,,934,0,0,8,False,,,"Hallucination, sycophancy, refusal, blandness, and overconfidence are not just failures to suppress. They are overactive parts. Treat them that way and they get easier to fix."
