slug,title,date,publish_status,author,category,featured,agent_hint,last_git_author,last_git_date,last_git_subject,hero_path_final,header_class,image_file_exists,vs_hero,vs_infographic,prompt_used,visual_review_status,content_review_status,word_count,images_in_article,body_svg_count,internal_link_count,seo_completeness_6,priority_score,action_needed,description,file
frankx-vision-mission-values,"FrankX Vision, Mission, and Values",2025-03-01,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/frankx-vision-mission-values.png,raster_other,True,,,,pass_heuristic,not_recorded,327,0,0,3,5,10,audit_content_accuracy,"The core narrative that anchors every FrankX system, launch, and creator experience.",frankx-vision-mission-values.mdx
from-x-tweets-to-blog-gold-2026,From Latest X Tweets to Blog Gold: How I Aggregate 'Best of X' Into Reference Pieces,2026-06-12,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/best-ai-video-generators-2026-hero.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1207,0,0,0,4,10,audit_content_accuracy,"The exact process I use to turn real-time X signals (keyword + semantic searches, high-engagement threads, creator workflows) into evergreen, embed-rich, updateable blog posts that drive authority, AE",from-x-tweets-to-blog-gold-2026.mdx
gemini-3-5-pro-analysis-2026,Gemini 3.5 Pro: What We Actually Know Before GA,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/generated/gemini-3-5-pro-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/gemini-3-5-pro-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/gemini-3-5-pro-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted with caution: distinctive multimodal telescope; tiny panels are abstract enough for production.",accepted,not_recorded,2570,0,0,3,6,10,audit_content_accuracy,"Gemini 3.5 Pro is still in limited Vertex preview as of June 2026 — no model card, no benchmarks, no pricing. Here's the verifiable picture: what Flash already proved, what Google has committed to, an",gemini-3-5-pro-analysis-2026.mdx
gemma-3-analysis-2026,Gemma 4: Google's Open-Weight Family Now Runs a 31B Frontier Model on One GPU,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/gemma-3-analysis-2026-hero.png,raster_other,True,/images/blog/generated/gemma-3-analysis-2026-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: strong single-GPU/local-model hardware metaphor with clean negative space.",accepted,not_recorded,2708,0,0,4,6,10,audit_content_accuracy,"Google's current open-weight Gemma is Gemma 4 (April 2026), now Apache 2.0, in E2B/E4B/12B/26B-A4B/31B tiers. The 31B dense model hits 1452 LMArena Elo and runs in ~18GB VRAM at Q4. Self-host specific",gemma-3-analysis-2026.mdx
gencreator-3-tier-shipping-system,The 3-Tier Shipping System: How GenCreators Build Creative Momentum,2026-03-10,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/gencreator-3-tier-shipping-system-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,993,0,0,4,5,10,audit_content_accuracy,"Full Ship, Quick Ship, Micro Ship — energy-aware daily output. The system that turns sporadic creation into unstoppable momentum.",gencreator-3-tier-shipping-system.mdx
gencreator-7-dimensions-complete-guide,The 7 Dimensions of a GenCreator: A Complete Guide to Creative Self-Assessment,2026-03-10,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/gencreator-7-dimensions-complete-guide-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,1505,0,0,6,5,10,audit_content_accuracy,"Energy, Mind, Craft, Voice, Capital, Circle, Legacy — the seven facets that define a complete GenCreator. Score yourself, find your superpower, unlock your growth edge.",gencreator-7-dimensions-complete-guide.mdx
golden-age-of-creators-why-now-is-different,The Golden Age of Creators: Why Now Is Different,2026-03-21,published_tree,FrankX,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/generated/golden-age-of-creators-why-now-is-different-premium-hero.png,raster_other,True,/images/blog/generated/golden-age-of-creators-why-now-is-different-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted extra: warmer first-viewport thesis image that breaks the dark hardware pattern.",accepted,not_recorded,2551,0,0,6,5,10,audit_content_accuracy,"The convergence of AI tools, zero distribution costs, and one-person production capability — why this era rewards creators who build systems.",golden-age-of-creators-why-now-is-different.mdx
google-ai-pro-compute-limits-ai-credits-may-2026,Compute-Aware AI: Inside Google AI Pro's 2026 Upgrade,2026-05-21,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-05-25 10:37:16 +0200,feat(blog): Compute-Aware AI — Google AI Pro 2026 Upgrade (#95),/images/blog/agentic-ai-roadmap-2026-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1293,0,0,0,4,10,audit_content_accuracy,"Google AI Pro got smarter on May 20, 2026 — compute-aware usage in Gemini, AI credits across Flow and Antigravity, and a cleaner base plan. Here's how to build with the new model.",google-ai-pro-compute-limits-ai-credits-may-2026.mdx
gpt-oss-analysis-2026,"gpt-oss in 2026: OpenAI's Open-Weight Models, One Year On",2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/generated/gpt-oss-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/gpt-oss-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/gpt-oss-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: strongest open-model image in the batch; vault/community inference fabric reads immediately.",accepted,not_recorded,3057,0,0,4,6,10,audit_content_accuracy,"OpenAI's gpt-oss-120b and gpt-oss-20b are Apache 2.0, free to download, and run on a single 80GB GPU or a 16GB laptop. The full self-host breakdown: VRAM, MXFP4 quantization, where to run, verified be",gpt-oss-analysis-2026.mdx
grok-4-3-analysis-2026,Grok 4.3: xAI Trades the Crown for the Price Tag,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/grok-4-3-analysis-2026-hero-premium.png,raster_other,True,/images/blog/generated/grok-4-3-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/grok-4-3-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: cost/capability balance is legible; not a flagship because the scale/coin motif is familiar.",accepted,not_recorded,2553,0,0,3,6,10,audit_content_accuracy,"xAI's Grok 4.3 scores 53 on the Artificial Analysis Intelligence Index, lifts GDPval-AA to 1500 Elo, ships a 1M context window with always-on reasoning, and cuts price ~40% to $1.25/$2.50. Technical b",grok-4-3-analysis-2026.mdx
heygen-vs-synthesia-vs-argil-2026,HeyGen vs Synthesia vs Argil 2026: The Best AI Avatar and Talking-Head Tool,2026-06-06,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/heygen-vs-synthesia-vs-argil-2026-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1614,0,0,4,6,10,audit_content_accuracy,"A results-first comparison of HeyGen, Synthesia, and Argil for 2026 — avatar realism, custom clones, dubbing, API, and pricing. Which wins corporate training, faceless creator content, and ads.",heygen-vs-synthesia-vs-argil-2026.mdx
how-to-build-your-soul-md,How to Build Your soul.md — A Creator's Operating File,2026-03-10,published_tree,FrankX,Creator Systems,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/how-to-build-your-soul-md-hero-v8.jpg,raster_other,True,,,,pass_heuristic,not_recorded,998,0,0,3,5,10,audit_content_accuracy,soul.md is your personal configuration file as a creator. Learn how to build one across 7 dimensions and use it as your creative compass.,how-to-build-your-soul-md.mdx
inner-hr-ai-agent,Inner HR: The AI Agent for Your Internal Team,2026-05-03,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/inner-hr-ai-agent-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1070,0,0,7,5,10,audit_content_accuracy,Most leadership failures are not strategy failures — they are part-capture failures. An Inner HR agent helps you lead your inner team so you can lead the outer one.,inner-hr-ai-agent.mdx
karpathys-ai-vision-deep-dive,Karpathy's AI Vision: A Deep Dive,2026-02-18,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/karpathys-ai-vision-deep-dive-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,801,0,0,2,4,10,audit_content_accuracy,Key takeaways from Karpathy's latest AI insights,karpathys-ai-vision-deep-dive.mdx
kimi-k2-analysis-2026,Kimi K2.6: The Open-Weight Model That Ties GPT-5.5 on Coding at One-Eighth the Price,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/kimi-k2-analysis-2026-hero-premium.png,raster_other,True,/images/blog/generated/kimi-k2-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/kimi-k2-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: long-running route composition maps well to horizon and tool-endurance themes.",accepted,not_recorded,2938,0,0,4,6,10,audit_content_accuracy,"Moonshot AI's Kimi K2.6 is a 1T-parameter MoE (32B active) you can self-host. SWE-Bench Pro 58.6%, HLE-with-tools 54.0%, Agent Swarm to 300 sub-agents, $0.60/$2.50 per million. Technical breakdown wit",kimi-k2-analysis-2026.mdx
llama-4-analysis-2026,"Llama 4 Maverick in 2026: Still Meta's Open Flagship, Now Running Behind the Pack",2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/llama-4-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/llama-4-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/llama-4-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: open flagship engine with no animal or mascot risk.",accepted,not_recorded,2703,0,0,3,6,10,audit_content_accuracy,"Llama 4 Maverick (400B total / 17B active MoE, 1M context, Llama 4 Community License) is still Meta's open-weight flagship in June 2026 — Behemoth never shipped. Verified benchmarks, real VRAM and sel",llama-4-analysis-2026.mdx
magnifica-humanitas-benevolent-future-arcanea,"Magnifica Humanitas: The Pope, Anthropic, and the Architecture of a Benevolent Future",2026-05-26,published_tree,Frank,Flagship,true,frank-or-human,Frank,2026-06-23 03:25:37 +0200,feat(blog): add raster editorial visual system,/images/blog/editorial/headers/magnifica-humanitas-benevolent-future-arcanea-hero.webp,raster_other,True,/images/blog/generated/magnifica-humanitas-benevolent-future-arcanea-premium-hero.png,,"Built-in image_gen premium FrankX hero: Magnifica Humanitas: The Pope, Anthropic, and the Architecture of a Benevolent Future. Flagship civilizational intelligence architecture; strongest soul/tech bridge in this batch. Dark-first obsidian cinematic technical editorial; emerald/cyan spectrum with restrained amber; no readable text, no letters, no logos, no people, no robots, no watermark, no generic AI brain, no stock-photo laptop composition.",accepted,not_recorded,3192,0,0,13,6,10,audit_content_accuracy,"Pope Leo XIV's Magnifica Humanitas and Anthropic co-founder Chris Olah's Vatican remarks make one argument: a benevolent AI future has to be designed, not hoped for. Here's why I'm building Arcanea an",magnifica-humanitas-benevolent-future-arcanea.mdx
meaning-as-operating-system,Meaning as an Operating System: The Future of AI Is Not More Information,2026-05-03,published_tree,Frank,Consciousness & Mind,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/meaning-as-operating-system-hero.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1426,1,1,9,5,10,audit_content_accuracy,"AI generates infinite information. The new scarcity is relevance. A working framework for organizing goals, values, attention, and action into coherence — and for designing AI agents that know what ma",meaning-as-operating-system.mdx
memory-as-exile-ai,Memory as Exile: Why AI Systems Need Integration Loops,2026-05-03,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-26 13:39:11 +0200,"feat(arena-hub): elevate Model Arena 3D WebGL, Task Routing Playground, and LLM Hub",/images/blog/memory-as-exile-ai-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1358,0,0,7,5,10,audit_content_accuracy,"Long-term memory without integration creates psychological debt inside AI systems. The IFS exile pattern, applied to agent memory architecture — and why most production stacks are accumulating it with",memory-as-exile-ai.mdx
microsoft-mai-frontier-models-2026,Microsoft's 7 MAI Models: The In-House Frontier Bet,2026-06-03,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-07-08 01:11:35 +0200,feat(learn): excellence pass — freshness dates + deepen the SEO interlink graph (#246),/images/blog/microsoft-mai-frontier-models-2026-hero-premium.png,raster_other,True,,,,pass_heuristic,not_recorded,1684,0,0,6,6,10,audit_content_accuracy,"Microsoft AI launched 7 self-built MAI models — Thinking-1, Image-2.5, Code-1-Flash and more — on its own MAIA silicon. What the vendor claims, what's verifiable, and what it means for builders.",microsoft-mai-frontier-models-2026.mdx
music-as-consciousness-technology,"12,000 Songs Later: What AI Music Taught Me About Creative Systems",2024-08-22,published_tree,Frank,Music Intelligence,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/music-as-consciousness-technology-hero-v2.png,raster_other,True,,,,pass_heuristic,not_recorded,783,0,0,5,6,10,audit_content_accuracy,"After creating 12,000+ songs with Suno AI, I discovered music isn't entertainment—it's creative technology. Here's what three years of daily creation revealed.",music-as-consciousness-technology.mdx
n8n-automation-ai-creators-9-workflows,n8n Automation: 9 Workflows That Run My Creative Empire,2026-03-21,published_tree,FrankX,Creator Systems,false,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/blog/agentic-workflows-save-hours-hero-v2.png,raster_other,True,,,,pass_heuristic,not_recorded,1142,0,0,3,5,10,audit_content_accuracy,"Production n8n workflows for content atomization, newsletter automation, music catalog sync, research intelligence, and AI-orchestrated publishing pipelines.",n8n-automation-ai-creators-9-workflows.mdx
no-bad-parts-ai-debugging,No Bad Parts: A Better Debugging Model for AI Failure Modes,2026-05-03,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-12 00:59:30 +0200,feat: sync latest changes and fix build conflicts,/images/blog/no-bad-parts-ai-debugging-hero.jpg,raster_other,True,,,,pass_heuristic,not_recorded,934,0,0,8,5,10,audit_content_accuracy,"Hallucination, sycophancy, refusal, blandness, and overconfidence are not just failures to suppress. They are overactive parts. Treat them that way and they get easier to fix.",no-bad-parts-ai-debugging.mdx
observability-stack-multi-agent-systems-2026,The Observability Stack for Production Multi-Agent Systems,2026-01-27,published_tree,AI Architect,AI Architecture,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/observability-stack-multi-agent-systems-2026-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1057,0,0,4,5,10,audit_content_accuracy,Gartner predicts 60% of AI deployments will fail without proper observability by 2027. Learn the tools and patterns that separate production systems from POCs.,observability-stack-multi-agent-systems-2026.mdx
ollama-local-ai-models-privacy-guide,Running Local AI Models with Ollama: The Privacy Guide,2026-03-21,published_tree,FrankX,Creator Systems,false,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/blog/ollama-local-ai-models-privacy-guide-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,2351,0,0,5,5,10,audit_content_accuracy,"How to run Llama 4, DeepSeek, and Mistral on your own hardware — no API keys, no data leaving your machine, full model control.",ollama-local-ai-models-privacy-guide.mdx
ollama-vs-lm-studio-vs-jan-2026,Ollama vs LM Studio vs Jan 2026: The Best Way to Run AI Locally,2026-06-07,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/ollama-vs-lm-studio-vs-jan-2026-hero-v11.jpg,premium_raster,True,,,,pass_heuristic,not_recorded,2314,0,0,4,6,10,audit_content_accuracy,"A tested comparison of the three local-LLM runners in June 2026 — Ollama, LM Studio, and Jan — on ease of use, model library, GUI vs CLI, OpenAI-compatible API, hardware support, and privacy.",ollama-vs-lm-studio-vs-jan-2026.mdx
oracle-genai-agents-vs-langgraph-crewai-2026,Oracle GenAI Agents vs LangGraph vs CrewAI: Enterprise AI Agent Comparison 2026,2026-01-26,published_tree,Frank,AI & Systems,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/oracle-genai-agents-vs-langgraph-crewai-2026-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1662,0,0,4,6,10,audit_content_accuracy,"A practical comparison of OCI GenAI Agents, LangGraph, and CrewAI for enterprise deployments. Features, cost considerations, and decision framework from an AI architect's perspective.",oracle-genai-agents-vs-langgraph-crewai-2026.mdx
phi-analysis-2026,Microsoft Phi-4 in 2026: The Open-Weight Small Model That Runs on Your Laptop,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-06-27 13:43:50 +0200,Humanize FrankX brand experience (#205),/images/blog/generated/phi-analysis-2026-premium-hero.png,raster_other,True,/images/blog/generated/phi-analysis-2026-premium-hero.png,,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: compact inference cartridge reads as small-model specialization without stock laptop cliche.",accepted,not_recorded,2916,0,0,4,6,10,audit_content_accuracy,"Microsoft's Phi-4 family — Phi-4 (14B), Phi-4-mini (3.8B), Phi-4-multimodal (5.6B), Phi-4-reasoning, and the March 2026 Phi-4-reasoning-vision-15B — are MIT-licensed, $0 to download, and run on consum",phi-analysis-2026.mdx
production-agent-patterns-aws-bedrock,AWS Bedrock AgentCore Deep Dive: Production Patterns for Enterprise AI Agents,,published_tree,Frank,AI Architecture,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/production-agent-patterns-aws-bedrock-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1795,0,0,5,5,10,audit_content_accuracy,"A comprehensive guide to building production-ready AI agents on AWS using Bedrock, AgentCore, and the Strands framework. Learn the architectural patterns, security controls, and operational best pract",production-agent-patterns-aws-bedrock.mdx
production-llm-agents-oci-part-1-architecture,Production LLMs & AI Agents on OCI: Part 1 - The Six-Plane Enterprise Architecture,2026-01-21,published_tree,Frank,Enterprise AI,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/production-llm-agents-oci-part-1-architecture-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1578,0,0,6,5,10,audit_content_accuracy,"The complete enterprise architecture blueprint for deploying production-grade LLM and agentic AI systems on Oracle Cloud Infrastructure. Six architectural planes, OCI service mapping, and the decision",production-llm-agents-oci-part-1-architecture.mdx
production-llm-agents-oci-part-2-agent-patterns,Production LLMs & AI Agents on OCI: Part 2 - Six Agent Orchestration Patterns,2026-01-21,published_tree,Frank,Enterprise AI,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/production-llm-agents-oci-part-2-agent-patterns-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1550,0,0,6,5,10,audit_content_accuracy,"The complete pattern library for agent orchestration on OCI: Sequential, Concurrent, Group Chat, Handoff, Orchestrator-Worker, and Human-in-the-Loop. Decision criteria, OCI service mapping, and when t",production-llm-agents-oci-part-2-agent-patterns.mdx
production-llm-agents-oci-part-3-operating-model,Production LLMs & AI Agents on OCI: Part 3 - The Operating Model,2026-01-21,published_tree,Frank,Enterprise AI,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/production-llm-agents-oci-part-3-operating-model-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,2129,0,0,7,5,10,audit_content_accuracy,"The definitive guide to operating production AI systems. 5-stage maturity model, evaluation pipelines, MLOps for GenAI, incident response runbooks, cost optimization, and team operating models.",production-llm-agents-oci-part-3-operating-model.mdx
props-to-the-builders-of-this-era,Props to the Builders of This Era,2026-02-17,published_tree,FrankX,Creativity,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/props-to-the-builders-of-this-era-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,760,0,0,6,5,10,audit_content_accuracy,"A grounded thank-you to the ecosystems, teams, tools, and creators helping us build a more human AI future.",props-to-the-builders-of-this-era.mdx
qwen3-max-analysis-2026,Qwen3.7-Max: Alibaba's Agent Flagship Cracks the Global Top 5 — and Runs for 35 Hours,2026-06-05,published_tree,Frank,Intelligence Dispatches,true,frank-or-human,Frank,2026-07-04 13:11:57 +0200,feat(blog): resolve missing and mismatched header images for top-ranking posts (#226),/images/blog/generated/qwen3-max-analysis-2026-premium-hero.png,premium_raster,True,/images/blog/generated/qwen3-max-analysis-2026-premium-hero.png,/images/blog/visual-system/infographics/qwen3-max-analysis-2026-map.svg,"Built-in image_gen premium FrankX hero. Dark-first cinematic editorial; one spectrum per post; no readable text, no random letters, no logos, no brand marks, no people, no stock laptops, no robots, no AI brain, no watermark, no purple/pink gradient. Accepted: global agent-core map has strong scale and article relevance.",accepted,not_recorded,3053,0,0,4,6,10,audit_content_accuracy,"Alibaba's Qwen3.7-Max lands May 2026 with a 1M-token context, $2.50/$7.50 pricing, SWE-Bench Pro 60.6, Terminal-Bench 69.7, and a verified 35-hour autonomous run. Technical breakdown with sourced benc",qwen3-max-analysis-2026.mdx
rag-for-creators-search-your-own-content-with-ai,RAG for Creators: Search Your Own Content with AI,2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/blog/rag-for-creators-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,2034,0,0,4,5,10,audit_content_accuracy,"How to build a retrieval system over your own writing, research, and notes — so AI assistants can find and cite your past work.",rag-for-creators-search-your-own-content-with-ai.mdx
reader-first-golden-age,Golden Age of Intelligence: Reader-First Growth Playbook,2025-09-20,published_tree,Frank,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/reader-first-golden-age-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1662,0,0,3,6,10,audit_content_accuracy,"A practical, reader-focused plan to translate the Golden Age of Intelligence into content, SEO, and distribution moves that meet your audience where they are.",reader-first-golden-age.mdx
seo-aeo-optimization-acos,SEO & AEO Optimization with ACOS: Rank in Search and AI Engines,2026-01-27,published_tree,Frank,Content Strategy,false,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/seo-aeo-optimization-acos-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,1536,0,0,3,5,10,audit_content_accuracy,"Master search and AI engine optimization with ACOS. Question-based structure, FAQ schemas, AI citation optimization, and the /factory pipeline for publish-ready content.",seo-aeo-optimization-acos.mdx
ship-daily-compound-creator,"Ship Daily, Compound Forever: The GenCreator Shipping System",2026-03-10,published_tree,FrankX,Creator Systems,false,codex,Frank,2026-05-23 11:59:53 +0200,feat(routing): smart-404 follow-ups — sitemap auto-discovery + merge:gate + 5 aliases + Codex gate fixes,/images/blog/ship-daily-compound-creator-hero.webp,raster_other,True,,,,pass_heuristic,not_recorded,944,0,0,3,5,10,audit_content_accuracy,Why shipping daily beats planning weekly. The GenCreator approach to compounding creative output using AI tools and automation.,ship-daily-compound-creator.mdx
sis-trajectory-learning-how-ai-agents-improve,How the Starlight Intelligence System Learns,2026-03-21,published_tree,FrankX,Intelligence Dispatches,false,frank-or-human,Frank,2026-06-12 00:59:30 +0200,feat: sync latest changes and fix build conflicts,/images/blog/starlight-intelligence-system-how-ai-agents-learn-hero.jpg,raster_other,True,,,,pass_heuristic,not_recorded,1969,0,0,6,5,10,audit_content_accuracy,"The architecture behind AI agents that get smarter every session — trajectory learning, pattern recognition, and compound intelligence.",sis-trajectory-learning-how-ai-agents-improve.mdx
suno-music-production-workflow,How to Use Suno AI for Professional Music Production,2026-01-13,published_tree,Frank,Music Intelligence,,frank-or-human,Frank,2026-06-25 15:10:19 +0200,feat(blog): sync batch 22 premium heroes and resolve metadata type-safety,/images/blog/suno-music-workflow-hero.png,raster_other,True,,,,pass_heuristic,not_recorded,802,0,0,6,6,10,audit_content_accuracy,"Move beyond ""hit and hope"" generation. A systematic workflow for using Suno AI to produce radio-ready tracks, from emotion mapping to stem mixing.",suno-music-production-workflow.mdx
